strDrink,strCategory,strDrinkThumb,ingredients,measurments_ingredients,strInstructions,strGlass,strAlcoholic
Salty Dog,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,"Grapefruit,Gin,Salt,,,,,,,,,,,,","5 oz Grapefruit juice,1 1/2 oz Gin,1/4 tsp Salt, , , , , , , , , ","Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",Highball glass,Alcoholic
San Francisco,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,"Vodka,Creme de Banane,Grenadine,Orange,,,,,,,,,,,","2 cl Vodka,2 cl Creme de Banane,
 Grenadine, Orange juice, , , , , , , , ","Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",Highball glass,Alcoholic
Sangria #1,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,"Red wine,Sugar,Orange,Lemon,Cloves,Cinnamon,,,,,,,,,","1 bottle Red wine,1/2 cup Sugar,1 cup Orange juice,1 cup Lemon juice,
 Cloves, Cinnamon, , , , , , ",Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,Pitcher,Alcoholic
Sangria - The World's Best,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vysywu1468924264.jpg,"Red wine,Sugar,Lemon,Orange,Apple,Brandy,Soda water,,,,,,,,","1 1/2 L Red wine,1 cup Sugar,1 large Lemon,1 large Orange,1 large Apple,3-4 oz plain Brandy,
 Soda water,
 ,
 ,
 ,
 ,
 ","Mix wine, sugar and fruit, and let sit in the fridge for 18-24 hours. The mixture will have a somewhat syrupy consistency. Before serving stir in brandy and cut the mixture with soda water until it have a thinner, more wine like consistency. Serve from a pitcher in wine glasses.",Pitcher,Alcoholic
Sazerac,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,"Ricard,Sugar,Peychaud bitters,Water,Bourbon,Lemon,,,,,,,,,","1 tsp Ricard,1/2 tsp superfine Sugar,2 dashes Peychaud bitters,1 tsp Water,2 oz Bourbon,1 twist of Lemon peel, , , , , , ","Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",Old-fashioned glass,Alcoholic
Scooter,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,"Brandy,Amaretto,Light cream,,,,,,,,,,,,","1 oz Brandy,1 oz Amaretto,1 oz Light cream, , , , , , , , , ","Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic
Scotch Cobbler,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/1q7coh1504736227.jpg,"Scotch,Brandy,Curacao,Orange,Mint,,,,,,,,,,","2 oz Scotch,4 dashes Brandy,4 dashes Curacao,1 slice Orange,1 Mint, , , , , , , ","Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",Old-fashioned glass,Alcoholic
Scotch Sour,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,"Scotch,Lime,Powdered sugar,Lemon,Cherry,,,,,,,,,,","1 1/2 oz Scotch,Juice of 1/2 Lime,1/2 tsp Powdered sugar,1/2 slice Lemon,1 Cherry, , , , , , , ","Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",Whiskey sour glass,Alcoholic
Scottish Highland Liqueur,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/upqvvp1441253441.jpg,"Johnnie Walker,Honey,Angelica root,Fennel seeds,Lemon,,,,,,,,,,","1 fifth Johnnie Walker,1 1/2 cup mild Honey,2 tsp dried and chopped Angelica root,1/4 tsp crushed Fennel seeds,2 2 inch strips Lemon peel, , , , , , , ","Combine all ingreds in aging container. Cover tightly and shake gently several times during the first 24 hrs. After 24 hrs, remove the lemon zest. Cover again and let stand in a cool, dark place for 2 weeks, shaking gently every other day. Strain through a wire sieve to remove the angelica root and fennel. Return to aging container, cover and let stand undisturbed in a cool dark place for 6 months. Siphon or pour clear liqueur into a sterile bottle. The cloudy dregs may be saved for cooking.",Collins Glass,Alcoholic
Screaming Orgasm,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/x894cs1504388670.jpg,"Vodka,Bailey's irish cream,Kahlua,,,,,,,,,,,,","1 oz Vodka,1 1/2 oz Bailey's irish cream,1/2 oz Kahlua, , , , , , , , , ","Pour first vodka, then Bailey's, then Kahlua into a cocktail glass over crushed ice. Stir. Caution: use only high quality vodka. Cheap vodka can cause the Bailey's to curdle. Test your brand of vodka by mixing 1 Tsp each of vodka and Bailey's first.",Cocktail glass,Alcoholic
Screwdriver,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,"Vodka,Orange,,,,,,,,,,,,,","2 oz Vodka, Orange juice, , , , , , , , , , ",Mix in a highball glass with ice. Garnish and serve.,Highball glass,Alcoholic
Sea breeze,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,"Vodka,Cranberry,Grapefruit,,,,,,,,,,,,","1 1/2 oz Vodka,4 oz Cranberry juice,1 oz Grapefruit juice, , , , , , , , , ",Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,Highball glass,Alcoholic
Sex on the Beach,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twsvwr1469092365.jpg,"Vodka,Peach schnapps,Cranberry,Grapefruit,,,,,,,,,,,","1 oz Vodka,3/4 oz Peach schnapps, Cranberry juice, Grapefruit juice, , , , , , , , ",Build all ingredients in a highball glass filled with ice. Garnish with orange slice.,Highball glass,Alcoholic
Shanghai Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ttyrxr1478820678.jpg,"Light rum,anistte,Grenadine,Lemon,,,,,,,,,,,","1 oz Jamaican Light rum,1 tsp anistte,1/2 tsp Grenadine,Juice of 1/4 Lemon, , , , , , , , ","Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic
Shark Attack,Cocktail,http://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,"Lemon,Water,Vodka,,,,,,,,,,,,","1 can Lemon juice,3 cans Water,1 1/2 cup Vodka, , , , , , , , , ",Mix lemon juice and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,Pitcher,Alcoholic
Sherry Eggnog,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,"Sherry,Powdered sugar,Egg,Milk,Nutmeg,,,,,,,,,,","2 oz cream Sherry,1 tsp Powdered sugar,1 whole Egg,
 Milk, Nutmeg, , , , , , , ","Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",Collins glass,Alcoholic
Sherry Flip,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,"Sherry,Light cream,Powdered sugar,Egg,Nutmeg,,,,,,,,,,","1 1/2 oz cream Sherry,2 tsp Light cream,1 tsp Powdered sugar,1 whole Egg,
 Nutmeg,
 ,
 ,
 ,
 ,
 , , ",Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Whiskey sour glass,Alcoholic
Shot-gun,Shot,http://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,"Jim Beam,Jack Daniels,Wild Turkey,,,,,,,,,,,,","1 part Jim Beam,1 part Jack Daniels,1 oz Wild Turkey, , , , , , , , , ",Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,Shot glass,Alcoholic
Sidecar,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/stwxuq1439906852.jpg,"Cognac,Cointreau,Lemon,,,,,,,,,,,,","2 oz Cognac,1/2 oz Cointreau,1 oz Lemon juice, , , , , , , , , ",Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,Cocktail glass,Alcoholic
Sidecar Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ewjxui1504820428.jpg,"Brandy,Triple sec,Lemon,,,,,,,,,,,,","1 oz Brandy,1/2 oz Triple sec,Juice of 1/4 Lemon, , , , , , , , , ","Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic
Singapore Sling,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tvtrrt1439906288.jpg,"Cherry brandy,Grenadine,Gin,Sweet and sour,Carbonated water,Cherry,,,,,,,,,","1/2 oz Cherry brandy,1/2 oz Grenadine,1 oz Gin,2 oz Sweet and sour, Carbonated water, Cherry, , , , , , ",Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.,Hurricane glass,Alcoholic
Sloe Gin Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/d7mo481504889531.jpg,"Sloe gin,Dry Vermouth,Orange bitters,,,,,,,,,,,,","2 oz Sloe gin,1/4 tsp Dry Vermouth,1 dash Orange bitters, , , , , , , , , ","Stir all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic
Smut,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,"Red wine,Peach schnapps,Pepsi Cola,Orange,,,,,,,,,,,","1/3 part Red wine,1 shot Peach schnapps,1/3 part Pepsi Cola,1/3 part Orange juice, , , , , , , , ",Throw it all together and serve real cold.,Beer mug,Alcoholic
Snake Bite (UK),Beer,http://www.thecocktaildb.com/images/media/drink/xuwpyu1441248734.jpg,"Beer,Cider,,,,,,,,,,,,,","1/2 pint Lager,1/2 pint sweet or dry Cider, , , , , , , , , , ",Pour ingredients into a pint glass. Drink. Fall over.,Pint glass,Alcoholic
Snakebite and Black,Beer,http://www.thecocktaildb.com/images/media/drink/rssvwv1441248863.jpg,"Beer,Cider,Blackcurrant squash,,,,,,,,,,,,","1/2 pint Lager,1/2 pint Cider,A little bit of Blackcurrant squash, , , , , , , , , ",Put blackcurrant squash in first up to about 1cm in glass. Then add the larger and cider one after another.,Pint glass,Alcoholic
Snowball,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,"Advocaat,Lemon,Ice,,,,,,,,,,,","1 1/2 oz Advocaat,8-10 oz cold lemon juice,1 slice Lemon, cubes
 Ice,
 ,
 ,
 ,
 ,
 , , , ",Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemon juice and decorate with a slice of lemon. Serve at once.,Highball glass,Alcoholic
Sol Y Sombra,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,"Brandy,anistte,,,,,,,,,,,,,","1 1/2 oz Brandy,1 1/2 oz anistte, , , , , , , , , , ","Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",Brandy snifter,Alcoholic
Space Odyssey,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,"151 proof rum,Malibu rum,Pineapple,Orange,Grenadine,Cherry,,,,,,,,,","1 shot Bacardi 151 proof rum,1 shot Malibu rum,1 shot Pineapple juice,
 Orange juice,
 Grenadine, Cherries, , , , , , ",Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,Highball glass,Alcoholic
Spanish chocolate,Cocoa,http://www.thecocktaildb.com/images/media/drink/pra8vt1487603054.jpg,"Milk,Chocolate,Cinnamon,Egg,,,,,,,,,,,","2 cups Milk,2 oz sweet Chocolate,1/2 tsp Cinnamon,2 beaten Egg yolk, , , , , , , , ","Stir the milk with the chocolate and the cinnamon over low heat until the chocolate dissolves. Add the eggs and beat the mixture until it becomes thick, taking care not to boil. Serve in coffee mug.",Coffee mug,Non alcoholic
Spiced Peach Punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/qxvypq1468924331.jpg,"Peach nectar,Orange,Brown sugar,Cinnamon,Cloves,Lime,,,,,,,,,","46 oz Peach nectar,20 oz Orange juice,1/2 cup Brown sugar,3 3-inch Cinnamon,1/2 tsp Cloves,2 tblsp Lime juice, , , , , , ","Combine peach nectar, orange juice and brown sugar in a large saucepan. Tie cinnamon and cloves in a small cheesecloth bag. Drop into saucepan. Heat slowly, stirring constantly, until sugar dissolves. Simmer 10 minutes. Stir in lime juice. Serve in hot mugs.",Collins Glass,Non alcoholic
Spiking coffee,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/isql6y1487602375.jpg,"Coffee,Cinnamon,,,,,,,,,,,,,","
 Coffee, Cinnamon, , , , , , , , , , ","Incidentally, a pinch of cinnamon is indeed a nice addition to coffee but true heaven is a cardamom seed. Of course, you serve it in a coffee mug.",Coffee mug,Non alcoholic
Spritz,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,"Prosecco,Campari,Soda Water,,,,,,,,,,,,","6 cl Prosecco,4 cl Campari,splash Soda Water, , , , , , , , , ","Build into glass over ice, garnish and serve.",Old-Fashioned glass,Alcoholic
Stinger,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,"Brandy,White Creme de Menthe,,,,,,,,,,,,,","1 1/2 oz Brandy,1/2 oz White Creme de Menthe, , , , , , , , , , ","Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",Cocktail glass,Alcoholic
Stone Sour,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,"Apricot brandy,Orange,Sweet and sour,,,,,,,,,,,,","1 oz Apricot brandy,1 oz Orange juice,1 oz Sweet and sour, , , , , , , , , ","Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",Whiskey sour glass,Alcoholic
Strawberry Daiquiri,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/deu59m1504736135.jpg,"Strawberry schnapps,Light rum,Lime,Powdered sugar,Strawberries,,,,,,,,,,","1/2 oz Strawberry schnapps,1 oz Light rum,1 oz Lime juice,1 tsp Powdered sugar,1 oz Strawberries, , , , , , , ",Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Cocktail glass,Alcoholic
Strawberry Lemonade,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/spvvxp1468924425.jpg,"Lemon,Sugar,Strawberries,Water,,,,,,,,,,,","Juice of 1 Lemon,1 tblsp Sugar,8-10 ripe Strawberries,1 cup Water, , , , , , , , ",Throw everything into a blender and mix until fairly smooth. Serve over ice.,Collins Glass,Non alcoholic
Strawberry Margarita,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tqyrpw1439905311.jpg,"Strawberry schnapps,Tequila,Triple sec,Lemon,Strawberries,Salt,,,,,,,,,","1/2 oz Strawberry schnapps,1 oz Tequila,1/2 oz Triple sec,1 oz Lemon juice,1 oz Strawberries,
 Salt,
 ,
 ,
 ,
 ,
 , ","Rub rim of cocktail glass with lemon juice and dip rim in salt. Shake schnapps, tequila, triple sec, lemon juice, and strawberries with ice, strain into the salt-rimmed glass, and serve.",Cocktail glass,Alcoholic
Strawberry Shivers,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/9h1vvt1487603404.jpg,"Strawberries,Honey,Water,,,,,,,,,,,,","1 1/2 cup Strawberries,4 tsp Honey,1/2 cup Water, , , , , , , , , ","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Highball glass,Non alcoholic
Sunny Holiday Punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/rywtwy1468924758.jpg,"Pineapple,Club soda,Orange,Lemon,Berries,Champagne,,,,,,,,,","46 oz chilled Pineapple juice,28 oz Club soda,6 oz frozen Orange juice,1 Lemon,2 cups Berries,1 bottle Champagne, , , , , , ",Combine all ingredients in a punch bowl.,Punch bowl,Optional alcohol
Surf City Lifesaver,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2rzfer1487602699.jpg,"Ouzo,Bailey's irish cream,Gin,Grand Marnier,,,,,,,,,,,","1 part Ouzo,1 part Bailey's irish cream,2 parts Gin,1/2 part Grand Marnier, , , , , , , , ",Lots of ice and soda top up in tall glass with cherry and a grin.,Highball glass,Alcoholic
Swedish Coffee,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/ywtrvt1441246783.jpg,"Coffee,Aquavit,Sugar,,,,,,,,,,,,","1 cup Coffee,4 cl Aquavit,By taste Sugar, , , , , , , , , ",Pour the coffee in an ordinary coffee cup. Add the aquavit. Add sugar by taste. Stir and have a nice evening (morning),Coffee Mug,Alcoholic
Sweet Bananas,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,"Milk,Banana,Honey,,,,,,,,,,,,","2 cups Milk,1 Banana,1 tblsp Honey, , , , , , , , , ","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Highball Glass,Non alcoholic
Sweet Sangria,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,"Red wine,Sugar,Water,Apple,Orange,Lime,Lemon,Fresca,,,,,,,","2 bottles Red wine,1 cup Sugar,2 cups hot Water,1 cup Apple, wedges
 Orange, wedges
 Lime,
 Lemon,
 Fresca,
 ,
 ,
 ,
 ","Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",Pitcher,Alcoholic
Sweet Tooth,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,"Godiva liqueur,Milk,,,,,,,,,,,,,","2 shots Godiva liqueur,
 Milk,
 ,
 ,
 ,
 ,
 , , , , , ","Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",Highball Glass,Alcoholic
Talos Coffee,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,"Grand Marnier,Coffee,,,,,,,,,,,,,","3 parts Grand Marnier,1 part Coffee, , , , , , , , , , ",Add your GM and then add your coffee.,Brandy snifter,Alcoholic
Tennesee Mud,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,"Coffee,Jack Daniels,Amaretto,Whipped cream,,,,,,,,,,,","8 oz Coffee,4 oz Jack Daniels,4 oz Amaretto,
 Whipped cream,
 ,
 ,
 ,
 ,
 , , , ","Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",Coffee Mug,Alcoholic
Tequila Fizz,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,"Tequila,Lemon,Grenadine,Egg,Ginger ale,,,,,,,,,,","2 oz Tequila,1 tblsp Lemon juice,3/4 oz Grenadine,1 Egg white,
 Ginger ale,
 ,
 ,
 ,
 ,
 , , ","Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",Collins glass,Alcoholic
Tequila Sour,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,"Tequila,Lemon,Powdered sugar,Lemon,Cherry,,,,,,,,,,","2 oz Tequila,Juice of 1/2 Lemon,1 tsp Powdered sugar,1/2 slice Lemon,1 Cherry, , , , , , , ","Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",Whiskey sour glass,Alcoholic
Tequila Sunrise,Cocktail,http://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,"Tequila,Orange,Grenadine,,,,,,,,,,,,","2 measures Tequila, Orange juice, Grenadine, , , , , , , , , ","Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",Highball glass,Alcoholic
Tequila Surprise,Shot,http://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,"Tequila,Tabasco sauce,,,,,,,,,,,,,","full glass Tequila,About 8 drops Tabasco sauce, , , , , , , , , , ",Fill shot glass with Tequila. Add drops of Tobasco sauce.,Shot glass,Alcoholic
